LobbystEmployerId,LobbyistId,OrganizationId,DateAdded,Year
3225,837,558,,2013
3226,271,287,,2013
3227,271,286,,2013
3228,1044,1269,,2013
3229,1044,1270,,2013
3230,273,113,,2013
3231,274,292,,2013
3232,274,289,,2013
3233,274,291,,2013
3234,973,487,,2013
3235,276,294,,2013
3236,276,293,,2013
3237,767,592,,2013
3238,278,295,,2013
3239,876,558,,2013
3240,279,558,,2013
3241,280,296,,2013
3242,283,831,,2013
3243,283,1069,,2013
3244,682,227,,2013
3245,285,299,,2013
3246,287,1150,,2013
3247,290,113,,2013
3248,291,113,,2013
3249,292,310,,2013
3250,296,313,,2013
3251,840,1024,,2013
3252,969,622,,2013
3253,692,558,,2013
3254,300,558,,2013
3255,306,173,,2013
3256,307,323,,2013
3257,1082,1291,,2013
3258,1056,705,,2013
3259,308,324,,2013
3260,310,1038,,2013
3261,313,328,,2013
3262,768,592,,2013
3263,694,157,,2013
3264,1039,1261,,2013
3265,955,558,,2013
3266,315,336,,2013
3267,315,330,,2013
3268,315,332,,2013
3269,315,329,,2013
3270,315,942,,2013
3271,315,736,,2013
3272,316,353,,2013
3273,316,340,,2013
3274,316,356,,2013
3275,316,352,,2013
3276,316,338,,2013
3277,316,341,,2013
3278,316,1181,,2013
3279,316,348,,2013
3280,316,344,,2013
3281,316,347,,2013
3282,316,342,,2013
3283,316,349,,2013
3284,316,676,,2013
3285,316,1219,,2013
3286,1004,33,,2013
3287,908,630,,2013
3288,137,690,,2013
3289,137,903,,2013
3290,137,1213,,2013
3291,137,588,,2013
3292,137,893,,2013
3293,137,902,,2013
3294,137,1246,,2013
3295,137,1249,,2013
3296,137,1250,,2013
3297,137,911,,2013
3298,137,89,,2013
3299,137,103,,2013
3302,137,1277,,2013
3303,137,904,,2013
3304,137,121,,2013
3305,137,906,,2013
3306,137,1168,,2013
3307,137,907,,2013
3308,1063,1295,,2013
3309,1063,1296,,2013
3310,140,389,,2013
3311,141,870,,2013
3312,961,558,,2013
3313,143,722,,2013
3314,942,737,,2013
3315,144,75,,2013
3316,144,673,,2013
3317,144,283,,2013
3318,144,1265,,2013
3319,144,917,,2013
3320,144,497,,2013
3321,144,866,,2013
3322,144,494,,2013
3323,144,1124,,2013
3324,144,1186,,2013
3325,144,490,,2013
3326,144,915,,2013
3327,144,1014,,2013
3328,144,488,,2013
3329,144,1015,,2013
3330,144,1169,,2013
3331,144,220,,2013
3332,144,605,,2013
3333,144,954,,2013
3334,144,493,,2013
3335,817,1078,,2013
3336,828,1080,,2013
3337,928,1200,,2013
3338,1007,1292,,2013
3339,1007,1278,,2013
3340,151,112,,2013
3341,159,125,,2013
3342,164,965,,2013
3343,164,135,,2013
3344,164,136,,2013
3345,164,137,,2013
3346,164,138,,2013
3347,164,919,,2013
3348,164,132,,2013
3349,164,141,,2013
3350,164,804,,2013
3351,164,140,,2013
3352,1088,1319,,2013
3353,177,920,,2013
3354,177,152,,2013
3355,177,1240,,2013
3356,717,153,,2013
3357,1086,33,,2013
3358,180,373,,2013
3359,719,157,,2013
3360,1048,361,,2013
3361,719,158,,2013
3362,719,130,,2013
3363,185,173,,2013
3364,846,558,,2013
3365,187,184,,2013
3366,1052,1286,,2013
3367,191,194,,2013
3368,191,1169,,2013
3369,191,197,,2013
3370,191,434,,2013
3371,191,1148,,2013
3372,191,1311,,2013
3373,191,199,,2013
3374,191,1203,,2013
3375,191,92,,2013
3376,191,190,,2013
3377,191,189,,2013
3378,191,1216,,2013
3379,191,445,,2013
3380,191,1202,,2013
3381,191,1103,,2013
3382,192,558,,2013
3383,1001,1243,,2013
3384,1030,82,,2013
3385,207,215,,2013
3386,232,1110,,2013
3387,232,1163,,2013
3388,232,179,,2013
3389,1041,1268,,2013
3390,1013,48,,2013
3391,899,925,,2013
3392,899,409,,2013
3393,899,1118,,2013
3394,899,413,,2013
3395,899,80,,2013
3396,899,464,,2013
3397,899,681,,2013
3398,899,1107,,2013
3399,1016,1198,,2013
3400,1027,964,,2013
3401,1027,390,,2013
3402,760,467,,2013
3403,233,558,,2013
3404,720,318,,2013
3405,720,930,,2013
3406,720,931,,2013
3407,319,358,,2013
3408,320,359,,2013
3409,320,1290,,2013
3410,320,1272,,2013
3411,332,497,,2013
3412,335,387,,2013
3413,1067,1298,,2013
3414,339,389,,2013
3415,344,35,,2013
3416,352,1287,,2013
3417,352,1184,,2013
3418,355,408,,2013
3419,355,406,,2013
3420,926,464,,2013
3421,1017,1174,,2013
3422,1017,770,,2013
3423,1017,987,,2013
3424,1017,516,,2013
3425,1017,1260,,2013
3426,1017,772,,2013
3427,358,409,,2013
3428,1000,1241,,2013
3429,995,1241,,2013
3430,359,410,,2013
3431,700,927,,2013
3432,362,413,,2013
3433,363,389,,2013
3434,956,1040,,2013
3435,366,68,,2013
3436,366,27,,2013
3437,366,415,,2013
3438,366,1023,,2013
3439,366,1325,,2013
3440,369,217,,2013
3441,1062,1294,,2013
3442,371,1145,,2013
3443,371,1144,,2013
3444,372,945,,2013
3445,372,429,,2013
3446,372,431,,2013
3447,375,433,,2013
3448,378,442,,2013
3449,377,441,,2013
3450,379,842,,2013
3451,380,59,,2013
3452,381,133,,2013
3453,382,293,,2013
3454,382,294,,2013
3455,383,446,,2013
3456,835,558,,2013
3457,384,130,,2013
3458,916,216,,2013
3459,975,1224,,2013
3460,939,318,,2013
3461,911,1195,,2013
3462,386,693,,2013
3463,386,318,,2013
3464,387,1245,,2013
3465,388,558,,2013
3466,1012,1017,,2013
3467,873,173,,2013
3468,773,558,,2013
3469,389,454,,2013
3470,391,31,,2013
3471,930,128,,2013
3472,395,113,,2013
3473,396,323,,2013
3474,397,113,,2013
3475,398,457,,2013
3476,398,456,,2013
3477,399,295,,2013
3478,420,519,,2013
3479,1092,1322,,2013
3480,849,1038,,2013
3481,424,545,,2013
3482,426,558,,2013
3483,427,1297,,2013
3484,940,402,,2013
3485,429,549,,2013
3486,1059,1268,,2013
3487,431,551,,2013
3488,431,1192,,2013
3489,431,1143,,2013
3490,431,1280,,2013
3491,431,303,,2013
3492,431,1058,,2013
3493,431,304,,2013
3494,431,308,,2013
3495,433,552,,2013
3496,435,1193,,2013
3497,436,133,,2013
3498,437,558,,2013
3499,439,555,,2013
3500,439,554,,2013
3501,701,91,,2013
3502,459,767,,2013
3503,965,1220,,2013
3504,803,113,,2013
3505,802,113,,2013
3506,461,107,,2013
3507,463,558,,2013
3508,464,558,,2013
3509,831,1057,,2013
3510,466,315,,2013
3511,466,586,,2013
3512,466,582,,2013
3513,466,1308,,2013
3514,466,584,,2013
3515,466,581,,2013
3516,466,1175,,2013
3517,466,558,,2013
3518,466,1176,,2013
3519,466,585,,2013
3520,466,851,,2013
3521,466,855,,2013
3522,466,742,,2013
3523,466,263,,2013
3524,466,1073,,2013
3525,466,1072,,2013
3526,474,588,,2013
3527,943,737,,2013
3528,1006,1212,,2013
3529,481,184,,2013
3530,483,173,,2013
3531,484,592,,2013
3532,1060,1187,,2013
3533,489,596,,2013
3534,491,608,,2013
3535,491,606,,2013
3536,494,133,,2013
3537,945,1208,,2013
3538,945,380,,2013
3539,945,67,,2013
3540,945,682,,2013
3541,945,1210,,2013
3542,945,369,,2013
3543,945,402,,2013
3544,945,221,,2013
3545,945,155,,2013
3546,945,1217,,2013
3547,945,1231,,2013
3548,496,621,,2013
3549,498,1293,,2013
3550,877,32,,2013
3551,499,623,,2013
3552,500,624,,2013
3553,502,1157,,2013
3554,502,626,,2013
3555,944,172,,2013
3556,1026,1252,,2013
3557,503,446,,2013
3558,506,592,,2013
3559,507,318,,2013
3560,509,631,,2013
3561,509,1131,,2013
3562,509,1315,,2013
3563,771,558,,2013
3564,774,558,,2013
3565,510,633,,2013
3566,938,943,,2013
3567,1038,173,,2013
3568,753,420,,2013
3569,977,1217,,2013
3570,977,221,,2013
3571,977,1225,,2013
3572,514,634,,2013
3573,515,635,,2013
3574,515,441,,2013
3575,515,1185,,2013
3576,516,441,,2013
3577,516,1185,,2013
3578,516,637,,2013
3579,520,653,,2013
3580,526,189,,2013
3581,527,663,,2013
3582,540,69,,2013
3583,542,682,,2013
3584,1074,950,,2013
3585,1074,1305,,2013
3586,544,1285,,2013
3587,544,921,,2013
3588,544,687,,2013
3589,544,688,,2013
3590,544,611,,2013
3591,544,686,,2013
3592,544,950,,2013
3593,544,1037,,2013
3594,544,706,,2013
3595,544,707,,2013
3596,544,949,,2013
3597,544,703,,2013
3598,544,709,,2013
3599,544,689,,2013
3600,544,697,,2013
3601,544,684,,2013
3602,544,674,,2013
3603,544,567,,2013
3604,544,699,,2013
3605,544,704,,2013
3606,558,149,,2013
3607,558,706,,2013
3608,558,567,,2013
3609,558,697,,2013
3610,558,686,,2013
3611,558,611,,2013
3612,558,674,,2013
3613,558,699,,2013
3614,558,703,,2013
3615,558,707,,2013
3616,558,130,,2013
3617,558,689,,2013
3618,558,688,,2013
3619,558,709,,2013
3620,558,704,,2013
3621,558,428,,2013
3622,564,33,,2013
3623,564,711,,2013
3624,1058,33,,2013
3625,583,725,,2013
3626,1037,173,,2013
3627,585,133,,2013
3628,586,727,,2013
3629,587,728,,2013
3630,589,1169,,2013
3631,589,319,,2013
3632,589,1310,,2013
3633,589,1291,,2013
3634,589,1001,,2013
3635,589,731,,2013
3636,589,626,,2013
3637,589,1160,,2013
3638,589,227,,2013
3639,589,1003,,2013
3640,589,730,,2013
3641,589,994,,2013
3642,589,1159,,2013
3643,589,1157,,2013
3644,589,729,,2013
3645,590,733,,2013
3646,1057,1167,,2013
3647,1057,1289,,2013
3648,1057,1288,,2013
3649,669,817,,2013
3650,592,735,,2013
3651,591,728,,2013
3652,593,661,,2013
3653,594,736,,2013
3654,705,367,,2013
3655,596,738,,2013
3656,792,1044,,2013
3657,600,442,,2013
3658,784,812,,2013
3659,914,722,,2013
3660,602,630,,2013
3661,788,563,,2013
3662,941,737,,2013
3663,949,720,,2013
3664,603,558,,2013
3665,604,113,,2013
3666,605,508,,2013
3667,997,216,,2013
3668,607,741,,2013
3669,608,118,,2013
3670,608,119,,2013
3671,608,117,,2013
3672,609,128,,2013
3673,611,558,,2013
3674,814,1074,,2013
3675,1081,1291,,2013
3676,614,745,,2013
3677,996,1242,,2013
3678,615,558,,2013
3679,616,747,,2013
3680,617,350,,2013
3681,618,753,,2013
3682,618,455,,2013
3683,618,752,,2013
3684,618,232,,2013
3685,618,756,,2013
3686,618,755,,2013
3687,618,938,,2013
3688,618,749,,2013
3689,618,99,,2013
3690,618,1114,,2013
3691,618,538,,2013
3692,618,533,,2013
3693,618,864,,2013
3694,618,748,,2013
3695,618,751,,2013
3696,618,1153,,2013
3697,618,1247,,2013
3698,618,537,,2013
3699,1040,1089,,2013
3700,619,630,,2013
3701,620,765,,2013
3702,620,364,,2013
3703,620,1214,,2013
3704,620,679,,2013
3705,620,767,,2013
3706,620,747,,2013
3707,620,1257,,2013
3708,620,757,,2013
3709,620,760,,2013
3710,620,764,,2013
3711,620,1301,,2013
3712,620,758,,2013
3713,620,589,,2013
3714,620,215,,2013
3715,620,763,,2013
3716,620,759,,2013
3717,620,33,,2013
3718,620,1012,,2013
3719,1091,589,,2013
3720,622,772,,2013
3721,622,987,,2013
3722,622,1204,,2013
3723,622,516,,2013
3724,622,1174,,2013
3725,622,770,,2013
3726,622,771,,2013
3727,622,219,,2013
3728,624,773,,2013
3729,627,731,,2013
3730,629,775,,2013
3731,1009,1017,,2013
3732,632,298,,2013
3733,633,216,,2013
3734,635,710,,2013
3736,637,113,,2013
3737,890,1158,,2013
3738,639,568,,2013
3739,641,120,,2013
3740,641,1082,,2013
3741,641,118,,2013
3742,641,121,,2013
3743,641,117,,2013
3744,641,116,,2013
3745,641,119,,2013
3746,643,148,,2013
3747,707,558,,2013
3748,957,558,,2013
3749,892,1164,,2013
3750,1034,1254,,2013
3751,918,111,,2013
3752,982,622,,2013
3753,981,984,,2013
3754,647,452,,2013
3755,958,558,,2013
3756,648,779,,2013
3757,648,1041,,2013
3758,649,204,,2013
3759,652,781,,2013
3760,653,704,,2013
3761,1070,1300,,2013
3762,946,668,,2013
3763,654,409,,2013
3764,1071,497,,2013
3765,658,784,,2013
3766,657,1042,,2013
3767,657,216,,2013
3768,657,783,,2013
3769,980,1227,,2013
3770,815,558,,2013
3771,659,1183,,2013
3772,659,1312,,2013
3773,659,82,,2013
3774,659,1098,,2013
3775,659,43,,2013
3776,659,793,,2013
3777,659,792,,2013
3778,659,1262,,2013
3779,659,796,,2013
3780,659,789,,2013
3782,659,788,,2013
3783,661,866,,2013
3784,661,799,,2013
3785,661,633,,2013
3786,661,1045,,2013
3787,661,800,,2013
3788,661,798,,2013
3789,75,1069,,2013
3790,75,831,,2013
3791,663,494,,2013
3792,663,490,,2013
3793,663,493,,2013
3794,663,485,,2013
3795,663,492,,2013
3796,664,806,,2013
3797,664,805,,2013
3799,664,808,,2013
3800,664,594,,2013
3801,664,804,,2013
3802,664,708,,2013
3803,666,130,,2013
3804,667,812,,2013
3805,667,809,,2013
3806,667,811,,2013
3807,24,831,,2013
3808,24,1069,,2013
3809,28,452,,2013
3810,1043,998,,2013
3811,1011,48,,2013
3812,722,189,,2013
3813,1014,500,,2013
3814,761,455,,2013
3815,793,151,,2013
3816,209,217,,2013
3817,962,558,,2013
3818,31,1179,,2013
3819,211,218,,2013
3820,31,1316,,2013
3821,993,33,,2013
3822,31,814,,2013
3823,31,49,,2013
3824,217,558,,2013
3825,31,773,,2013
3826,31,876,,2013
3827,218,216,,2013
3828,31,225,,2013
3829,1025,1252,,2013
3830,31,874,,2013
3831,31,875,,2013
3832,230,35,,2013
3833,237,244,,2013
3834,33,588,,2013
3835,909,441,,2013
3836,34,39,,2013
3837,238,248,,2013
3838,929,256,,2013
3839,238,245,,2013
3840,984,829,,2013
3841,1015,782,,2013
3842,910,1195,,2013
3843,47,216,,2013
3844,49,558,,2013
3845,50,133,,2013
3846,895,1005,,2013
3847,932,413,,2013
3848,54,552,,2013
3849,57,35,,2013
3850,55,868,,2013
3851,55,1266,,2013
3852,59,869,,2013
3853,1075,1306,,2013
3854,61,843,,2013
3855,61,953,,2013
3856,61,893,,2013
3857,61,574,,2013
3858,61,837,,2013
3859,61,1323,,2013
3860,61,1091,,2013
3861,61,155,,2013
3862,61,234,,2013
3863,61,872,,2013
3864,959,558,,2013
3865,875,1082,,2013
3866,708,190,,2013
3867,1093,1324,,2013
3868,64,442,,2013
3869,66,1126,,2013
3870,66,797,,2013
3871,66,877,,2013
3872,742,877,,2013
3873,68,880,,2013
3874,68,878,,2013
3875,68,879,,2013
3876,68,881,,2013
3877,805,1065,,2013
3878,907,692,,2013
3879,241,251,,2013
3880,1045,102,,2013
3881,1003,113,,2013
3882,77,296,,2013
3883,242,254,,2013
3884,243,255,,2013
3885,78,651,,2013
3886,78,646,,2013
3887,81,1191,,2013
3888,934,1043,,2013
3889,81,959,,2013
3890,934,1222,,2013
3891,81,957,,2013
3892,81,882,,2013
3893,934,1205,,2013
3894,81,956,,2013
3895,934,221,,2013
3896,81,883,,2013
3897,934,1179,,2013
3898,81,958,,2013
3899,963,558,,2013
3900,248,262,,2013
3901,248,259,,2013
3902,248,1064,,2013
3904,248,258,,2013
3905,255,319,,2013
3906,974,1055,,2013
3907,256,273,,2013
3908,745,151,,2013
3909,917,990,,2013
3910,257,276,,2013
3911,82,870,,2013
3912,82,654,,2013
3913,841,1399,,2013
3914,1018,1100,,2013
3915,82,1070,,2013
3916,723,933,,2013
3917,82,1145,,2013
3918,723,932,,2013
3919,82,542,,2013
3920,82,367,,2013
3921,1053,293,,2013
3922,85,890,,2013
3923,265,113,,2013
3924,87,350,,2013
3925,267,255,,2013
3926,960,558,,2013
3927,270,285,,2013
3928,947,1211,,2013
3929,93,558,,2013
3930,1022,1033,,2013
3931,94,151,,2013
3932,289,1281,,2013
3933,289,1321,,2013
3934,979,1226,,2013
3935,303,109,,2013
3936,1036,173,,2013
3937,1078,1100,,2013
3938,96,892,,2013
3939,1049,374,,2013
3940,96,912,,2013
3941,1089,1320,,2013
3942,96,90,,2013
3943,298,130,,2013
3944,105,362,,2013
3945,105,842,,2013
3946,301,263,,2013
3947,301,742,,2013
3948,301,318,,2013
3949,301,1308,,2013
3950,301,316,,2013
3951,301,315,,2013
3952,301,584,,2013
3953,301,558,,2013
3954,301,1076,,2013
3955,301,1178,,2013
3956,301,1176,,2013
3957,301,1073,,2013
3958,301,577,,2013
3959,301,585,,2013
3960,301,1072,,2013
3961,301,1177,,2013
3962,301,1105,,2013
3963,968,1221,,2013
3964,755,995,,2013
3965,318,172,,2013
3966,318,355,,2013
3967,111,1257,,2013
3968,321,361,,2013
3969,111,1301,,2013
3970,111,747,,2013
3971,324,202,,2013
3972,111,746,,2013
3973,325,364,,2013
3974,111,767,,2013
3975,111,757,,2013
3976,794,151,,2013
3977,111,960,,2013
3978,327,310,,2013
3979,111,758,,2013
3980,795,1057,,2013
3981,111,679,,2013
3982,111,412,,2013
3983,330,379,,2013
3984,111,765,,2013
3985,330,367,,2013
3986,111,364,,2013
3987,111,33,,2013
3988,330,380,,2013
3989,111,215,,2013
3990,111,589,,2013
3991,330,1055,,2013
3992,111,1024,,2013
3993,330,375,,2013
3994,111,1214,,2013
3995,111,1012,,2013
3996,330,385,,2013
3997,330,369,,2013
3998,111,759,,2013
3999,330,381,,2013
4000,111,760,,2013
4001,330,368,,2013
4002,330,372,,2013
4003,330,1173,,2013
4004,108,894,,2013
4005,330,373,,2013
4006,330,376,,2013
4007,714,151,,2013
4008,330,371,,2013
4009,115,834,,2013
4010,329,1223,,2013
4011,329,1173,,2013
4012,117,558,,2013
4013,329,368,,2013
4014,329,375,,2013
4015,990,1238,,2013
4016,329,385,,2013
4017,329,381,,2013
4018,127,133,,2013
4019,329,380,,2013
4020,329,376,,2013
4021,915,1198,,2013
4022,329,369,,2013
4023,989,1232,,2013
4024,329,373,,2013
4025,329,372,,2013
4026,921,493,,2013
4027,329,371,,2013
4028,129,113,,2013
4029,329,379,,2013
4030,715,113,,2013
4031,345,392,,2013
4032,970,216,,2013
4033,486,558,,2013
4034,133,704,,2013
4035,870,668,,2013
4036,896,1167,,2013
4037,935,899,,2013
4038,487,39,,2013
4039,935,175,,2013
4040,935,1043,,2013
4041,487,602,,2013
4042,935,936,,2013
4043,487,594,,2013
4044,935,1181,,2013
4045,487,1309,,2013
4047,487,36,,2013
4048,487,599,,2013
4049,935,1182,,2013
4050,487,595,,2013
4051,935,174,,2013
4052,935,1179,,2013
4053,487,597,,2013
4054,935,176,,2013
4055,935,1251,,2013
4056,935,118,,2013
4057,935,221,,2013
4058,935,1206,,2013
4059,935,170,,2013
4060,920,880,,2013
4061,347,394,,2013
4062,334,388,,2013
4063,334,1229,,2013
4064,334,1399,,2013
4065,342,391,,2013
4066,343,402,,2013
4067,343,254,,2013
4068,353,133,,2013
4069,493,49,,2013
4070,493,381,,2013
4071,807,1274,,2013
4072,493,1118,,2013
4073,807,425,,2013
4074,493,609,,2013
4075,807,416,,2013
4076,807,611,,2013
4077,807,422,,2013
4078,493,1190,,2013
4079,807,1276,,2013
4080,493,605,,2013
4081,807,1275,,2013
4082,493,68,,2013
4083,493,618,,2013
4084,807,428,,2013
4085,493,716,,2013
4086,807,426,,2013
4087,493,1157,,2013
4088,807,296,,2013
4089,493,197,,2013
4090,493,645,,2013
4091,807,418,,2013
4092,493,394,,2013
4093,493,615,,2013
4094,813,487,,2013
4095,1019,1100,,2013
4096,1005,1212,,2013
4097,813,1255,,2013
4098,813,1071,,2013
4099,813,1309,,2013
4100,373,1064,,2013
4101,495,125,,2013
4102,373,1233,,2013
4103,373,261,,2013
4104,373,1234,,2013
4105,504,627,,2013
4106,373,630,,2013
4107,504,303,,2013
4108,373,1235,,2013
4109,504,1192,,2013
4110,373,1284,,2013
4112,504,551,,2013
4113,504,1058,,2013
4115,504,304,,2013
4116,373,258,,2013
4117,906,1189,,2013
4118,373,1237,,2013
4119,505,629,,2013
4120,373,258,,2013
4121,1021,324,,2013
4122,373,257,,2013
4123,674,367,,2013
4124,302,257,,2013
4125,302,258,,2013
4127,302,261,,2013
4128,302,1234,,2013
4129,302,1233,,2013
4130,302,1235,,2013
4131,508,618,,2013
4132,508,375,,2013
4133,302,966,,2013
4134,508,630,,2013
4135,302,1116,,2013
4136,508,172,,2013
4137,302,1064,,2013
4138,302,259,,2013
4139,519,651,,2013
4140,302,1236,,2013
4141,302,630,,2013
4142,519,633,,2013
4143,302,262,,2013
4144,519,250,,2013
4145,302,1237,,2013
4146,519,800,,2013
4147,519,645,,2013
4148,867,1198,,2013
4149,519,654,,2013
4150,519,650,,2013
4151,519,652,,2013
4152,374,865,,2013
4153,374,1025,,2013
4154,519,646,,2013
4155,374,468,,2013
4156,519,866,,2013
4157,374,470,,2013
4158,374,465,,2013
4159,374,464,,2013
4160,522,656,,2013
4161,374,459,,2013
4162,522,1002,,2013
4163,374,445,,2013
4164,522,113,,2013
4165,374,438,,2013
4166,374,471,,2013
4167,1079,1300,,2013
4168,374,443,,2013
4169,523,661,,2013
4170,374,322,,2013
4171,523,665,,2013
4172,374,440,,2013
4173,523,658,,2013
4174,374,469,,2013
4175,523,1028,,2013
4176,374,439,,2013
4177,523,673,,2013
4178,523,319,,2013
4179,374,435,,2013
4180,523,667,,2013
4181,523,228,,2013
4182,374,276,,2013
4183,523,434,,2013
4184,374,437,,2013
4185,523,659,,2013
4186,374,857,,2013
4187,523,350,,2013
4188,523,666,,2013
4189,374,432,,2013
4190,523,1154,,2013
4191,374,196,,2013
4192,523,1239,,2013
4193,374,1304,,2013
4194,374,466,,2013
4195,528,350,,2013
4196,374,112,,2013
4197,530,669,,2013
4198,843,487,,2013
4199,401,472,,2013
4200,533,1239,,2013
4201,1076,153,,2013
4202,533,673,,2013
4203,1073,1303,,2013
4204,533,1035,,2013
4205,533,1028,,2013
4206,533,667,,2013
4207,533,434,,2013
4208,533,1154,,2013
4209,533,658,,2013
4210,533,228,,2013
4211,533,672,,2013
4212,533,319,,2013
4213,998,1057,,2013
4214,534,674,,2013
4215,535,675,,2013
4216,537,677,,2013
4217,536,676,,2013
4218,538,1096,,2013
4219,538,1171,,2013
4220,538,77,,2013
4221,538,680,,2013
4222,538,679,,2013
4223,538,678,,2013
4224,1066,1298,,2013
4225,1080,1313,,2013
4226,1080,235,,2013
4227,865,1101,,2013
4228,403,474,,2013
4229,403,477,,2013
4230,403,476,,2013
4231,403,967,,2013
4232,403,1074,,2013
4233,403,668,,2013
4234,673,107,,2013
4235,673,69,,2013
4236,923,379,,2013
4237,838,293,,2013
4238,905,113,,2013
4239,406,49,,2013
4240,541,276,,2013
4241,1033,1254,,2013
4242,845,1093,,2013
4243,1072,1302,,2013
4244,858,487,,2013
4245,546,107,,2013
4246,931,128,,2013
4247,547,528,,2013
4248,1032,894,,2013
4249,547,526,,2013
4250,548,690,,2013
4251,407,393,,2013
4252,407,1165,,2013
4253,549,558,,2013
4254,407,1013,,2013
4255,407,1256,,2013
4256,964,558,,2013
4257,408,1012,,2013
4258,919,216,,2013
4259,763,1008,,2013
4260,551,113,,2013
4261,1028,82,,2013
4262,553,1006,,2013
4264,554,536,,2013
4265,1023,1248,,2013
4266,824,762,,2013
4267,412,488,,2013
4268,412,497,,2013
4269,412,493,,2013
4270,412,485,,2013
4271,412,490,,2013
4272,556,692,,2013
4273,412,968,,2013
4274,556,1034,,2013
4275,412,492,,2013
4276,754,991,,2013
4277,412,673,,2013
4278,412,220,,2013
4279,671,367,,2013
4280,412,1186,,2013
4281,412,495,,2013
4282,836,558,,2013
4283,412,1169,,2013
4284,412,494,,2013
4285,967,1043,,2013
4286,967,118,,2013
4287,412,283,,2013
4288,967,174,,2013
4289,412,1187,,2013
4290,967,1180,,2013
4291,412,75,,2013
4292,967,1205,,2013
4293,412,1201,,2013
4294,967,170,,2013
4295,412,954,,2013
4296,967,899,,2013
4297,412,1014,,2013
4298,967,221,,2013
4299,967,176,,2013
4300,412,1124,,2013
4301,967,169,,2013
4303,557,358,,2013
4304,557,347,,2013
4305,413,498,,2013
4306,557,511,,2013
4307,557,504,,2013
4308,418,504,,2013
4309,557,512,,2013
4310,418,512,,2013
4311,557,503,,2013
4312,418,412,,2013
4313,557,693,,2013
4314,418,501,,2013
4315,557,509,,2013
4316,418,503,,2013
4317,557,1124,,2013
4318,418,1124,,2013
4319,557,1263,,2013
4320,418,1263,,2013
4321,557,508,,2013
4322,418,505,,2013
4323,557,506,,2013
4324,557,698,,2013
4325,418,507,,2013
4326,557,505,,2013
4327,557,555,,2013
4328,418,1264,,2013
4329,557,1264,,2013
4330,418,506,,2013
4331,557,513,,2013
4332,418,508,,2013
4333,559,1201,,2013
4334,418,511,,2013
4335,559,1015,,2013
4336,418,509,,2013
4337,559,494,,2013
4338,418,513,,2013
4339,559,887,,2013
4340,418,693,,2013
4341,559,220,,2013
4342,559,1124,,2013
4343,559,1265,,2013
4344,559,506,,2013
4345,560,829,,2013
4346,912,1197,,2013
4347,419,515,,2013
4348,1008,1244,,2013
4349,419,1053,,2013
4350,419,25,,2013
4351,562,710,,2013
4352,562,1067,,2013
4353,419,971,,2013
4354,902,807,,2013
4355,419,528,,2013
4356,419,288,,2013
4357,419,969,,2013
4358,966,990,,2013
4359,419,522,,2013
4360,839,783,,2013
4361,419,1194,,2013
4362,924,189,,2013
4363,419,769,,2013
4364,570,1000,,2013
4365,419,970,,2013
4366,572,717,,2013
4367,419,525,,2013
4368,738,216,,2013
4369,419,524,,2013
4370,419,728,,2013
4371,574,589,,2013
4372,922,990,,2013
4373,419,523,,2013
4374,419,518,,2013
4375,1047,1273,,2013
4376,419,22,,2013
4377,816,69,,2013
4378,419,526,,2013
4379,765,1009,,2013
4380,577,32,,2013
4381,728,866,,2013
4382,421,529,,2013
4383,735,972,,2013
4384,423,535,,2013
4385,423,1153,,2013
4386,423,542,,2013
4387,423,537,,2013
4388,423,1247,,2013
4389,423,232,,2013
4390,423,538,,2013
4391,423,1114,,2013
4392,423,539,,2013
4393,423,99,,2013
4394,423,546,,2013
4395,423,756,,2013
4396,423,533,,2013
4397,423,536,,2013
4398,887,600,,2013
4399,423,864,,2013
4400,579,722,,2013
4401,423,753,,2013
4402,952,558,,2013
4403,951,558,,2013
4404,471,287,,2013
4405,582,724,,2013
4406,434,219,,2013
4407,584,130,,2013
4408,677,558,,2013
4409,675,849,,2013
4410,440,848,,2013
4411,440,556,,2013
4412,440,845,,2013
4413,440,847,,2013
4414,440,846,,2013
4415,764,865,,2013
4416,443,558,,2013
4417,446,560,,2013
4418,447,561,,2013
4419,447,562,,2013
4420,983,1170,,2013
4421,448,564,,2013
4422,448,565,,2013
4423,449,566,,2013
4424,449,1196,,2013
4425,449,1215,,2013
4426,449,499,,2013
4427,449,1149,,2013
4428,1083,1314,,2013
4429,1024,1252,,2013
4430,904,1188,,2013
4431,994,33,,2013
4432,1061,646,,2013
4433,456,113,,2013
4434,457,571,,2013
4435,457,567,,2013
4436,462,573,,2013
4437,465,893,,2013
4438,465,301,,2013
4439,465,574,,2013
4440,465,155,,2013
4441,465,843,,2013
4442,465,837,,2013
4443,465,1155,,2013
4444,978,33,,2013
4445,781,1033,,2013
4446,933,413,,2013
4447,467,1399,,2013
4448,470,579,,2013
4449,853,668,,2013
4450,950,55,,2013
4451,886,125,,2013
4452,478,287,,2013
4453,482,259,,2013
4454,515,1400,,2014
4455,516,1400,,2014
4456,767,393,,2014
4457,767,1401,,2014
4459,559,508,,2014
4460,1104,1402,,2014
4461,1204,158,,2013
4463,1205,497,,2014
4464,1206,630,,2013
4465,1207,1403,,2013
4466,1208,1404,,2013
4467,1209,1404,,2013
4468,1211,1405,,2014
4469,1210,297,,2014
4470,945,217,,2014
4471,767,880,,2014
