ReportLobbyistId,EntityId,FilingPeriodLobbyistId,StatusId,DateAdded,DateClosed,LastDateAmended,PDFFile,MealBeverageExpenses,OtherEntertainmentExpenses,GiftExpenses,OtherExpenses,SpecialEventExpenses,Expenditures,PoliticalContributions
4529,7438,19,3,19-Sep-16,01-Oct-16,,0_4529_2016_10_1_17146.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4530,5986,19,3,19-Sep-16,19-Sep-16,,0_4530_2016_9_19_101246.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4531,4223,19,3,19-Sep-16,19-Sep-16,,0_4531_2016_9_19_142951.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4532,4738,19,3,19-Sep-16,05-Oct-16,,0_4532_2016_10_5_104011.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$63,500.00"
4533,7435,19,3,19-Sep-16,20-Sep-16,,0_4533_2016_9_20_113541.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4534,4733,19,5,19-Sep-16,19-Sep-16,19-Sep-16,0_4534_2016_9_19_153937.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00
4535,3407,19,3,19-Sep-16,07-Oct-16,,0_4535_2016_10_7_104926.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4536,3179,19,3,19-Sep-16,19-Sep-16,,0_4536_2016_9_19_154657.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4537,5036,19,5,19-Sep-16,07-Oct-16,07-Oct-16,0_4537_2016_10_7_154618.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4538,3124,19,1,19-Sep-16,,,,,,,,,,
4540,4813,19,5,20-Sep-16,20-Sep-16,25-Jan-17,0_4540_2017_1_25_72842.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4541,4227,19,3,20-Sep-16,26-Jan-17,,0_4541_2017_1_26_124419.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
4542,5875,19,1,20-Sep-16,,,,,,,,,,
4543,4248,19,3,20-Sep-16,02-Oct-16,,0_4543_2016_10_2_191615.pdf,$330.00,$0.00,$0.00,$0.00,$200.00,$530.00,"$61,800.00"
4544,7768,19,3,20-Sep-16,03-Oct-16,,0_4544_2016_10_3_9225.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4545,4122,19,5,20-Sep-16,20-Sep-16,20-Sep-16,0_4545_2016_9_20_10579.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4546,4296,19,3,20-Sep-16,17-Jan-17,,0_4546_2017_1_17_71410.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4547,4121,19,5,20-Sep-16,20-Sep-16,20-Sep-16,0_4547_2016_9_20_104948.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4548,6999,19,3,20-Sep-16,20-Sep-16,,0_4548_2016_9_20_112218.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4549,4427,19,3,20-Sep-16,17-Jan-17,,0_4549_2017_1_17_21143.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$400.00
4550,4427,1,3,20-Sep-16,17-Jan-17,,0_4550_2017_1_17_221840.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,425.00"
4551,5808,19,3,20-Sep-16,20-Sep-16,,0_4551_2016_9_20_143827.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4552,4324,19,3,20-Sep-16,20-Sep-16,,0_4552_2016_9_20_145134.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4553,3915,19,5,20-Sep-16,05-Oct-16,05-Oct-16,0_4553_2016_10_5_1141.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4554,4428,19,1,20-Sep-16,,,,,,,,,,
4555,4265,19,3,20-Sep-16,05-Oct-16,,0_4555_2016_10_5_154034.pdf,$0.00,$0.00,$0.00,$0.00,$425.00,$425.00,$0.00
4556,7463,19,3,21-Sep-16,05-Oct-16,,0_4556_2016_10_5_115132.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4557,5866,19,3,21-Sep-16,21-Sep-16,,0_4557_2016_9_21_8119.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4558,3876,19,3,21-Sep-16,24-Sep-16,,0_4558_2016_9_24_132454.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4559,7797,19,5,21-Sep-16,21-Sep-16,17-Jan-17,0_4559_2017_1_17_15146.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4560,6091,19,3,21-Sep-16,29-Sep-16,,0_4560_2016_9_29_8164.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4561,4359,19,3,21-Sep-16,21-Sep-16,,0_4561_2016_9_21_103158.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4562,4312,19,5,21-Sep-16,05-Oct-16,05-Oct-16,0_4562_2016_10_5_18811.pdf,$0.00,$0.00,$0.00,$0.00,$612.50,$612.50,"$5,749.12"
4563,6027,19,3,21-Sep-16,04-Oct-16,,0_4563_2016_10_4_84612.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4564,3631,19,3,21-Sep-16,04-Oct-16,,0_4564_2016_10_4_181518.pdf,$0.00,$129.82,$0.00,$0.00,$0.00,$129.82,$0.00
4565,4916,19,5,21-Sep-16,04-Oct-16,05-Oct-16,0_4565_2016_10_5_94945.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
4566,7070,19,1,22-Sep-16,,,,,,,,,,
4567,7374,19,3,22-Sep-16,22-Sep-16,,0_4567_2016_9_22_974.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4568,6169,19,3,22-Sep-16,22-Sep-16,,0_4568_2016_9_22_9619.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4569,4728,19,5,22-Sep-16,22-Sep-16,22-Sep-16,0_4569_2016_9_22_10651.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4570,3248,19,3,22-Sep-16,22-Sep-16,,0_4570_2016_9_22_10734.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4571,7355,19,3,22-Sep-16,05-May-17,,0_4571_2017_5_5_122313.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4572,4513,19,3,22-Sep-16,22-Sep-16,,0_4572_2016_9_22_135841.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4573,3235,19,3,22-Sep-16,27-Sep-16,,0_4573_2016_9_27_101255.pdf,$0.00,"$1,885.91",$0.00,$0.00,$0.00,"$1,885.91",$0.00
4574,5981,19,3,23-Sep-16,03-Oct-16,,0_4574_2016_10_3_144714.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4575,4959,19,3,23-Sep-16,23-Sep-16,,0_4575_2016_9_23_84848.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4576,4298,19,3,23-Sep-16,23-Sep-16,,0_4576_2016_9_23_102444.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4577,4409,19,3,23-Sep-16,23-Sep-16,,0_4577_2016_9_23_142511.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4578,7343,19,3,23-Sep-16,04-Oct-16,,0_4578_2016_10_4_165714.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,050.00"
4579,4493,19,3,23-Sep-16,23-Sep-16,,0_4579_2016_9_23_193023.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4580,7364,19,3,25-Sep-16,15-Aug-17,,0_4580_2017_8_15_15235.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.00
4581,4292,19,3,26-Sep-16,26-Sep-16,,0_4581_2016_9_26_64631.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4582,6257,19,1,26-Sep-16,,,,,,,,,,
4583,7479,19,3,26-Sep-16,30-Sep-16,,0_4583_2016_9_30_122632.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4584,6776,19,3,26-Sep-16,30-Sep-16,,0_4584_2016_9_30_125233.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4585,7480,19,3,26-Sep-16,30-Sep-16,,0_4585_2016_9_30_132245.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4586,5013,19,3,26-Sep-16,26-Sep-16,,0_4586_2016_9_26_113710.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4587,7363,19,5,26-Sep-16,26-Sep-16,26-Sep-16,0_4587_2016_9_26_113844.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4588,4784,19,3,26-Sep-16,26-Sep-16,,0_4588_2016_9_26_12137.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,850.00"
4589,6039,19,3,26-Sep-16,02-May-17,,0_4589_2017_5_2_15029.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4590,4049,19,3,26-Sep-16,26-Sep-16,,0_4590_2016_9_26_134623.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4591,4424,19,3,26-Sep-16,26-Sep-16,,0_4591_2016_9_26_143937.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4592,5783,19,3,26-Sep-16,26-Sep-16,,0_4592_2016_9_26_144636.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4593,4112,19,5,27-Sep-16,04-Oct-16,05-Oct-16,0_4593_2016_10_5_93436.pdf,"$1,989.78",$0.00,$0.00,$0.00,$0.00,"$1,989.78","$31,000.00"
4594,5891,19,3,27-Sep-16,27-Sep-16,,0_4594_2016_9_27_101049.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4595,7384,19,3,27-Sep-16,04-Oct-16,,0_4595_2016_10_4_152241.pdf,$327.19,$0.00,$0.00,$0.00,$0.00,$327.19,$0.00
4596,3389,19,3,27-Sep-16,27-Sep-16,,0_4596_2016_9_27_11330.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,450.00"
4597,4445,19,3,27-Sep-16,27-Sep-16,,0_4597_2016_9_27_12623.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4598,4445,17,3,27-Sep-16,27-Sep-16,,0_4598_2016_9_27_12611.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4599,4215,19,3,27-Sep-16,27-Sep-16,,0_4599_2016_9_27_13816.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00
4600,4445,15,3,27-Sep-16,27-Sep-16,,0_4600_2016_9_27_121116.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4601,4445,12,3,27-Sep-16,27-Sep-16,,0_4601_2016_9_27_121050.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4602,4445,9,3,27-Sep-16,27-Sep-16,,0_4602_2016_9_27_121014.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4603,4543,19,3,27-Sep-16,03-Oct-16,,0_4603_2016_10_3_65140.pdf,$166.00,$0.00,$0.00,$0.00,$0.00,$166.00,"$1,100.00"
4604,6910,19,3,27-Sep-16,05-Oct-16,,0_4604_2016_10_5_132740.pdf,$754.76,$0.00,$0.00,$0.00,$0.00,$754.76,$0.00
4605,7795,19,5,27-Sep-16,05-Oct-16,10-Nov-16,0_4605_2016_11_10_16226.pdf,$0.00,$0.00,$0.00,$0.00,"$1,125.09","$1,125.09","$101,396.29"
4606,6099,19,3,27-Sep-16,27-Sep-16,,0_4606_2016_9_27_132453.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4607,4413,19,3,27-Sep-16,27-Sep-16,,0_4607_2016_9_27_14281.pdf,$0.00,$0.00,$0.00,$0.00,$683.32,$683.32,$0.00
4608,4439,19,1,27-Sep-16,,,,,,,,,,
4609,7166,19,3,27-Sep-16,03-Oct-16,,0_4609_2016_10_3_173325.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4610,4443,19,3,28-Sep-16,28-Sep-16,,0_4610_2016_9_28_41154.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4611,7789,19,3,28-Sep-16,03-Oct-16,,0_4611_2016_10_3_1339.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4612,5916,19,5,28-Sep-16,28-Sep-16,28-Sep-16,0_4612_2016_9_28_93230.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4613,6991,19,3,28-Sep-16,19-Oct-16,,0_4613_2016_10_19_14621.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
4614,5843,19,3,28-Sep-16,28-Sep-16,,0_4614_2016_9_28_11316.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4615,4178,19,3,28-Sep-16,28-Sep-16,,0_4615_2016_9_28_12648.pdf,$0.00,$0.00,$0.00,$742.25,$0.00,$742.25,"$34,700.00"
4616,6837,19,3,28-Sep-16,03-Oct-16,,0_4616_2016_10_3_15352.pdf,$86.94,$0.00,$0.00,$0.00,$0.00,$86.94,$0.00
4617,4389,19,3,28-Sep-16,03-Oct-16,,0_4617_2016_10_3_15239.pdf,$88.45,$0.00,$0.00,$0.00,$0.00,$88.45,$0.00
4618,3561,19,3,28-Sep-16,29-Sep-16,,0_4618_2016_9_29_9927.pdf,$45.55,$0.00,$0.00,$0.00,$0.00,$45.55,$0.00
4619,3617,19,3,28-Sep-16,05-Oct-16,,0_4619_2016_10_5_152036.pdf,$0.00,$0.00,$0.00,$0.00,"$4,398.26","$4,398.26",$0.00
4620,7376,19,3,28-Sep-16,05-Oct-16,,0_4620_2016_10_5_134430.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$125.00
4621,7320,19,5,28-Sep-16,04-Oct-16,04-Oct-16,0_4621_2016_10_4_163327.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4622,7383,19,3,28-Sep-16,28-Sep-16,,0_4622_2016_9_28_12610.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4623,3522,19,3,28-Sep-16,28-Sep-16,,0_4623_2016_9_28_1388.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4624,6870,19,5,28-Sep-16,30-Sep-16,12-Jan-17,0_4624_2017_1_12_122430.pdf,$25.96,$0.00,$0.00,$0.00,$0.00,$25.96,"$10,000.00"
4625,6926,19,3,28-Sep-16,28-Sep-16,,0_4625_2016_9_28_131650.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4626,3524,19,3,28-Sep-16,28-Sep-16,,0_4626_2016_9_28_132328.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4627,5148,19,5,28-Sep-16,04-Oct-16,07-Oct-16,0_4627_2016_10_7_153345.pdf,$0.00,$0.00,$0.00,$0.00,"$14,062.75","$14,062.75","$17,250.00"
4628,7347,19,3,28-Sep-16,28-Sep-16,,0_4628_2016_9_28_132656.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4629,3525,19,3,28-Sep-16,28-Sep-16,,0_4629_2016_9_28_132847.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4630,3523,19,3,28-Sep-16,29-Sep-16,,0_4630_2016_9_29_73851.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,300.00"
4631,7346,19,3,28-Sep-16,28-Sep-16,,0_4631_2016_9_28_13484.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4632,6226,19,1,28-Sep-16,,,,,,,,,,
4633,3750,19,3,29-Sep-16,03-Oct-16,,0_4633_2016_10_3_152316.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,750.00"
4634,3737,19,5,29-Sep-16,03-Oct-16,05-Feb-18,0_4634_2018_2_5_1795.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,250.00"
4635,7113,19,3,29-Sep-16,29-Sep-16,,0_4635_2016_9_29_81028.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4636,6952,19,3,29-Sep-16,29-Sep-16,,0_4636_2016_9_29_82522.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4637,3706,19,5,29-Sep-16,05-Oct-16,05-Oct-16,0_4637_2016_10_5_104834.pdf,"$1,236.76",$0.00,$0.00,$0.00,$0.00,"$1,236.76","$1,550.00"
4638,7453,19,3,29-Sep-16,29-Sep-16,,0_4638_2016_9_29_84744.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4639,5720,19,3,29-Sep-16,04-Oct-16,,0_4639_2016_10_4_125412.pdf,$0.00,$0.00,$0.00,$0.00,"$3,940.01","$3,940.01",$0.00
4640,3222,19,3,29-Sep-16,29-Sep-16,,0_4640_2016_9_29_8598.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4641,3529,19,3,29-Sep-16,29-Sep-16,,0_4641_2016_9_29_91036.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4642,4524,19,3,29-Sep-16,29-Sep-16,,0_4642_2016_9_29_9278.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4643,3647,19,5,29-Sep-16,29-Sep-16,29-Sep-16,0_4643_2016_9_29_93653.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00
4644,3422,19,3,29-Sep-16,05-Oct-16,,0_4644_2016_10_5_20136.pdf,$977.59,$0.00,$0.00,$0.00,$0.00,$977.59,"$15,150.00"
4645,3266,19,3,29-Sep-16,29-Sep-16,,0_4645_2016_9_29_141648.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00
4646,3175,19,5,29-Sep-16,04-Oct-16,05-Oct-16,0_4646_2016_10_5_16397.pdf,$0.00,$0.00,$0.00,$30.00,$0.00,$30.00,$0.00
4647,7468,19,3,29-Sep-16,29-Sep-16,,0_4647_2016_9_29_102617.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4648,4294,19,3,29-Sep-16,29-Sep-16,,0_4648_2016_9_29_103057.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4649,7298,19,3,29-Sep-16,29-Sep-16,,0_4649_2016_9_29_103348.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4650,4918,19,5,29-Sep-16,04-Oct-16,05-Oct-16,0_4650_2016_10_5_16343.pdf,$523.00,$0.00,$0.00,"$1,136.60",$0.00,"$1,659.60","$4,150.00"
4651,7049,19,5,29-Sep-16,05-Oct-16,05-Oct-16,0_4651_2016_10_5_101228.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4652,3821,19,3,29-Sep-16,29-Sep-16,,0_4652_2016_9_29_122943.pdf,$135.24,$0.00,$0.00,$0.00,$0.00,$135.24,$0.00
4653,6982,19,3,29-Sep-16,04-Oct-16,,0_4653_2016_10_4_171356.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,850.00"
4654,4717,19,3,29-Sep-16,29-Sep-16,,0_4654_2016_9_29_122141.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4655,5749,19,3,29-Sep-16,05-Oct-16,,0_4655_2016_10_5_125037.pdf,$19.06,$0.00,$0.00,$0.00,$0.00,$19.06,$0.00
4656,7750,19,3,29-Sep-16,05-Oct-16,,0_4656_2016_10_5_123313.pdf,$453.83,$0.00,$0.00,$0.00,$0.00,$453.83,$0.00
4657,7329,19,3,29-Sep-16,04-Oct-16,,0_4657_2016_10_4_114233.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
4658,4273,19,3,29-Sep-16,05-Oct-16,,0_4658_2016_10_5_104452.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4659,3994,19,1,29-Sep-16,,,,,,,,,,
4660,7354,19,3,29-Sep-16,29-Sep-16,,0_4660_2016_9_29_144059.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4661,5632,19,5,29-Sep-16,03-Oct-16,03-Oct-16,0_4661_2016_10_3_1554.pdf,"$1,044.27",$0.00,$0.00,$0.00,$265.22,"$1,309.49",$0.00
4662,5876,19,3,29-Sep-16,30-Sep-16,,0_4662_2016_9_30_121426.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,085.96"
4663,5876,13,1,29-Sep-16,,,,,,,,,,
4664,7439,19,3,30-Sep-16,04-Oct-16,,0_4664_2016_10_4_172522.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4665,3508,19,3,30-Sep-16,30-Sep-16,,0_4665_2016_9_30_8155.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4666,3552,19,3,30-Sep-16,04-Oct-16,,0_4666_2016_10_4_115430.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4667,6041,19,3,30-Sep-16,30-Sep-16,,0_4667_2016_9_30_93917.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4668,3260,19,3,30-Sep-16,30-Sep-16,,0_4668_2016_9_30_94629.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4669,3670,19,3,30-Sep-16,30-Sep-16,,0_4669_2016_9_30_102134.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4670,6006,19,3,30-Sep-16,30-Sep-16,,0_4670_2016_9_30_102634.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00
4671,3827,19,3,30-Sep-16,05-Oct-16,,0_4671_2016_10_5_125811.pdf,$232.22,$145.00,$0.00,$0.00,"$3,216.96","$3,594.18",$0.00
4672,6965,19,5,30-Sep-16,30-Sep-16,16-Jan-17,0_4672_2017_1_16_204327.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4673,4747,19,3,30-Sep-16,04-Oct-16,,0_4673_2016_10_4_134249.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
4674,4430,19,3,30-Sep-16,30-Sep-16,,0_4674_2016_9_30_113224.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4675,3565,19,3,30-Sep-16,30-Sep-16,,0_4675_2016_9_30_115019.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4676,5724,19,1,30-Sep-16,,,,,,,,,,
4677,3176,19,3,30-Sep-16,04-Oct-16,,0_4677_2016_10_4_11851.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$212,050.00"
4678,7441,19,3,30-Sep-16,18-Jan-17,,0_4678_2017_1_18_91914.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4679,7404,19,3,30-Sep-16,30-Sep-16,,0_4679_2016_9_30_12523.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4680,6190,19,3,30-Sep-16,30-Sep-16,,0_4680_2016_9_30_13523.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00
4681,4486,19,3,30-Sep-16,30-Sep-16,,0_4681_2016_9_30_131415.pdf,$93.41,$0.00,$0.00,$0.00,$0.00,$93.41,$0.00
4682,6190,17,5,30-Sep-16,30-Sep-16,30-Sep-16,0_4682_2016_9_30_13649.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4683,6190,18,1,30-Sep-16,,,,,,,,,,
4684,6190,15,5,30-Sep-16,30-Sep-16,30-Sep-16,0_4684_2016_9_30_13817.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4685,5762,19,3,30-Sep-16,30-Sep-16,,0_4685_2016_9_30_133512.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4686,7380,19,3,30-Sep-16,30-Sep-16,,0_4686_2016_9_30_14522.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4687,5913,19,3,30-Sep-16,04-Oct-16,,0_4687_2016_10_4_113234.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4688,3865,19,3,30-Sep-16,30-Sep-16,,0_4688_2016_9_30_151148.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4689,5710,19,3,01-Oct-16,01-Oct-16,,0_4689_2016_10_1_152135.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4690,4066,19,5,02-Oct-16,02-Oct-16,03-Oct-16,0_4690_2016_10_3_71532.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$83,050.00"
4691,7136,19,3,02-Oct-16,02-Oct-16,,0_4691_2016_10_2_103941.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4692,3494,19,3,02-Oct-16,02-Oct-16,,0_4692_2016_10_2_145540.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$200.00
4693,3595,19,3,02-Oct-16,05-Oct-16,,0_4693_2016_10_5_102921.pdf,$0.00,$0.00,$0.00,$0.00,$314.71,$314.71,"$3,620.00"
4694,4418,19,3,02-Oct-16,02-Oct-16,,0_4694_2016_10_2_18355.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$450.00
4695,4696,19,3,03-Oct-16,03-Oct-16,,0_4695_2016_10_3_11341.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4696,4118,19,3,03-Oct-16,03-Oct-16,,0_4696_2016_10_3_71533.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4697,3532,19,3,03-Oct-16,03-Oct-16,,0_4697_2016_10_3_72220.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
4698,3676,19,3,03-Oct-16,03-Oct-16,,0_4698_2016_10_3_75231.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,300.00"
4699,3205,19,3,03-Oct-16,03-Oct-16,,0_4699_2016_10_3_83016.pdf,$129.21,$0.00,$0.00,$0.00,$0.00,$129.21,$950.00
4700,7006,19,3,03-Oct-16,03-Oct-16,,0_4700_2016_10_3_81527.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,050.00"
4701,3194,19,3,03-Oct-16,16-Jan-17,,0_4701_2017_1_16_17237.pdf,$69.20,$0.00,$0.00,$0.00,$0.00,$69.20,$0.00
4702,3844,19,3,03-Oct-16,03-Oct-16,,0_4702_2016_10_3_82840.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$900.00
