ReportLobbyistId,EntityId,FilingPeriodLobbyistId,StatusId,DateAdded,DateClosed,LastDateAmended,PDFFile,MealBeverageExpenses,OtherEntertainmentExpenses,GiftExpenses,OtherExpenses,SpecialEventExpenses,Expenditures,PoliticalContributions
3095,3389,13,3,08-Jan-15,08-Jan-15,,0_3095_2015_1_8_85851.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,800.00"
3096,6005,13,3,08-Jan-15,12-Jan-15,,0_3096_2015_1_12_143544.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3097,3292,13,3,08-Jan-15,08-Jan-15,,0_3097_2015_1_8_95948.pdf,$121.77,$0.00,$0.00,$0.00,$0.00,$121.77,$0.00
3098,4502,13,3,08-Jan-15,08-Jan-15,,0_3098_2015_1_8_122552.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00
3099,4778,13,5,08-Jan-15,08-Jan-15,08-Jan-15,0_3099_2015_1_8_15499.pdf,$0.00,$0.00,$0.00,$0.00,"$3,508.98","$3,508.98","$6,000.00"
3100,6265,13,3,08-Jan-15,08-Jan-15,,0_3100_2015_1_8_114812.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3101,4636,13,3,08-Jan-15,09-Jan-15,,0_3101_2015_1_9_15210.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,050.00"
3102,3973,13,3,08-Jan-15,08-Jan-15,,0_3102_2015_1_8_141045.pdf,$0.00,$0.00,$0.00,$0.00,$883.24,$883.24,$0.00
3103,5887,13,3,08-Jan-15,09-Jan-15,,0_3103_2015_1_9_11742.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$20.00
3104,6189,13,3,08-Jan-15,08-Jan-15,,0_3104_2015_1_8_15301.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3105,3612,13,3,08-Jan-15,08-Jan-15,,0_3105_2015_1_8_155719.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3106,4169,13,3,08-Jan-15,08-Jan-15,,0_3106_2015_1_8_155824.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3107,4738,13,3,09-Jan-15,12-Jan-15,,0_3107_2015_1_12_144455.pdf,$868.51,$0.00,$0.00,$0.00,$0.00,$868.51,"$62,000.00"
3108,3200,13,3,09-Jan-15,09-Jan-15,,0_3108_2015_1_9_81137.pdf,$371.53,$0.00,$0.00,$0.00,$0.00,$371.53,$0.00
3109,3151,13,3,09-Jan-15,09-Jan-15,,0_3109_2015_1_9_173139.pdf,$213.96,$0.00,$0.00,$0.00,$0.00,$213.96,$100.00
3110,5918,13,1,09-Jan-15,,,,,,,,,,
3111,6838,13,3,09-Jan-15,15-Jan-15,,0_3111_2015_1_15_11162.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,400.00"
3112,5749,13,3,09-Jan-15,12-Jan-15,,0_3112_2015_1_12_15054.pdf,$25.25,$0.00,$0.00,$0.00,$0.00,$25.25,$0.00
3113,4910,13,3,09-Jan-15,09-Jan-15,,0_3113_2015_1_9_14740.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
3114,4300,13,3,09-Jan-15,09-Jan-15,,0_3114_2015_1_9_102758.pdf,$18.50,$0.00,$0.00,$0.00,$0.00,$18.50,"$1,000.00"
3115,5877,13,3,09-Jan-15,09-Jan-15,,0_3115_2015_1_9_11720.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
3116,3666,13,3,09-Jan-15,09-Jan-15,,0_3116_2015_1_9_114342.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$350.00
3117,3132,13,3,09-Jan-15,09-Jan-15,,0_3117_2015_1_9_12850.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3118,3419,13,3,09-Jan-15,15-Jan-15,,0_3118_2015_1_15_9310.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,800.00"
3119,4124,13,3,09-Jan-15,15-Jan-15,,0_3119_2015_1_15_92625.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,300.00"
3120,6088,13,3,09-Jan-15,20-Apr-15,,0_3120_2015_4_20_93626.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3121,3974,13,3,09-Jan-15,09-Jan-15,,0_3121_2015_1_9_14253.pdf,"$2,828.93",$0.00,$0.00,$0.00,$0.00,"$2,828.93",$0.00
3122,5910,13,1,09-Jan-15,,,,,,,,,,
3123,4985,13,3,09-Jan-15,09-Jan-15,,0_3123_2015_1_9_165458.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
3124,6189,12,1,09-Jan-15,,,,,,,,,,
3125,4167,13,3,10-Jan-15,10-Jan-15,,0_3125_2015_1_10_1314.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
3126,3765,13,3,11-Jan-15,11-Jan-15,,0_3126_2015_1_11_6531.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3127,5952,13,3,11-Jan-15,11-Jan-15,,0_3127_2015_1_11_7055.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3128,3565,13,3,11-Jan-15,11-Jan-15,,0_3128_2015_1_11_7541.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3129,6121,13,3,11-Jan-15,11-Jan-15,,0_3129_2015_1_11_71226.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3130,3266,13,3,11-Jan-15,12-Jan-15,,0_3130_2015_1_12_131915.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
3131,3890,13,3,11-Jan-15,13-Jan-15,,0_3131_2015_1_13_16273.pdf,"$3,259.77",$0.00,$0.00,$0.00,"$3,346.11","$6,605.88","$3,116.71"
3132,3194,13,3,11-Jan-15,13-Jan-15,,0_3132_2015_1_13_17597.pdf,$722.90,$0.00,$0.00,$0.00,$0.00,$722.90,"$8,475.00"
3133,5942,13,3,11-Jan-15,11-Jan-15,,0_3133_2015_1_11_162511.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3134,6134,13,5,11-Jan-15,15-Jan-15,24-Nov-15,0_3134_2015_11_24_184559.pdf,$279.39,$0.00,$0.00,$0.00,$185.95,$465.34,"$19,700.00"
3135,4906,13,3,11-Jan-15,13-Jan-15,,0_3135_2015_1_13_204049.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,400.00"
3136,3380,13,3,11-Jan-15,12-Jan-15,,0_3136_2015_1_12_163230.pdf,$0.00,$0.00,$0.00,$0.00,$275.60,$275.60,"$25,700.00"
3137,5721,13,3,11-Jan-15,11-Jan-15,,0_3137_2015_1_11_21711.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3138,6191,13,5,12-Jan-15,19-Apr-15,26-Apr-16,0_3138_2016_4_26_175658.pdf,$318.14,$0.00,$0.00,$0.00,$0.00,$318.14,$0.00
3139,6191,10,3,12-Jan-15,19-Apr-15,,0_3139_2015_4_19_212053.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3140,3334,13,5,12-Jan-15,12-Jan-15,12-Jan-15,0_3140_2015_1_12_75716.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3141,5788,13,3,12-Jan-15,12-Jan-15,,0_3141_2015_1_12_85840.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3142,3211,13,3,12-Jan-15,12-Jan-15,,0_3142_2015_1_12_104052.pdf,"$1,378.70",$0.00,$0.00,$0.00,$0.00,"$1,378.70",$0.00
3143,6776,13,1,12-Jan-15,,,,,,,,,,
3144,3474,13,3,12-Jan-15,21-May-15,,0_3144_2015_5_21_24823.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,000.00"
3145,3135,13,3,12-Jan-15,12-Jan-15,,0_3145_2015_1_12_11454.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3146,4136,13,1,12-Jan-15,,,,,,,,,,
3147,4123,13,3,12-Jan-15,15-Jan-15,,0_3147_2015_1_15_92140.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,029.34"
3148,5756,13,3,12-Jan-15,12-Jan-15,,0_3148_2015_1_12_123439.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3149,4696,13,3,12-Jan-15,12-Jan-15,,0_3149_2015_1_12_13264.pdf,$51.56,$0.00,$0.00,$0.00,$0.00,$51.56,$0.00
3150,4418,13,3,12-Jan-15,12-Jan-15,,0_3150_2015_1_12_131732.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$400.00
3151,6870,13,3,12-Jan-15,12-Jan-15,,0_3151_2015_1_12_131315.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3152,3657,13,3,12-Jan-15,08-May-15,,0_3152_2015_5_8_64138.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3153,3941,13,3,12-Jan-15,08-May-15,,0_3153_2015_5_8_64039.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3154,4608,13,3,12-Jan-15,12-Jan-15,,0_3154_2015_1_12_141531.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3155,4330,13,3,12-Jan-15,12-Jan-15,,0_3155_2015_1_12_144850.pdf,$356.58,$0.00,$0.00,$0.00,$0.00,$356.58,$0.00
3156,3416,13,3,12-Jan-15,12-Jan-15,,0_3156_2015_1_12_153053.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,500.00"
3157,4146,13,3,12-Jan-15,13-Jan-15,,0_3157_2015_1_13_14341.pdf,$711.00,$0.00,$0.00,$0.00,$400.00,"$1,111.00","$5,300.00"
3158,4543,13,3,12-Jan-15,12-Jan-15,,0_3158_2015_1_12_17411.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$475.00
3159,4430,13,3,13-Jan-15,14-Jan-15,,0_3159_2015_1_14_103946.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,200.00"
3160,4916,13,3,13-Jan-15,13-Jan-15,,0_3160_2015_1_13_83129.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3161,3522,13,3,13-Jan-15,13-Jan-15,,0_3161_2015_1_13_919.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00
3162,3525,13,3,13-Jan-15,13-Jan-15,,0_3162_2015_1_13_9711.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3163,3523,13,3,13-Jan-15,13-Jan-15,,0_3163_2015_1_13_91719.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$400.00
3164,3524,13,3,13-Jan-15,13-Jan-15,,0_3164_2015_1_13_92220.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,400.00"
3165,4095,13,3,13-Jan-15,13-Jan-15,,0_3165_2015_1_13_9311.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3166,5671,13,3,13-Jan-15,22-Jan-15,,0_3166_2015_1_22_11659.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3167,3245,13,3,13-Jan-15,13-Jan-15,,0_3167_2015_1_13_105312.pdf,$478.59,$0.00,$0.00,$0.00,$0.00,$478.59,"$10,950.00"
3168,5075,13,3,13-Jan-15,27-Apr-15,,0_3168_2015_4_27_13457.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3169,6036,13,3,13-Jan-15,13-Jan-15,,0_3169_2015_1_13_102942.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3170,3773,13,3,13-Jan-15,13-Jan-15,,0_3170_2015_1_13_134641.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3171,3774,13,5,13-Jan-15,13-Jan-15,01-Sep-15,0_3171_2015_9_1_152231.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,100.00"
3172,4688,13,3,13-Jan-15,13-Jan-15,,0_3172_2015_1_13_15634.pdf,$861.24,$0.00,$0.00,$0.00,$0.00,$861.24,$0.00
3173,4066,13,5,13-Jan-15,13-Jan-15,13-Jan-15,0_3173_2015_1_13_192458.pdf,$137.47,$0.00,$0.00,$0.00,$0.00,$137.47,"$22,500.00"
3174,3796,13,3,13-Jan-15,13-Jan-15,,0_3174_2015_1_13_15035.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3175,3780,13,3,13-Jan-15,13-Jan-15,,0_3175_2015_1_13_15155.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3176,4223,13,3,13-Jan-15,13-Jan-15,,0_3176_2015_1_13_163937.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$105.00
3177,3532,13,3,13-Jan-15,15-Jan-15,,0_3177_2015_1_15_162559.pdf,$165.03,$0.00,$0.00,$0.00,$0.00,$165.03,$0.00
3178,4125,13,3,13-Jan-15,13-Jan-15,,0_3178_2015_1_13_153833.pdf,"$1,379.86",$0.00,$0.00,$0.00,$0.00,"$1,379.86","$2,025.00"
3179,3176,13,3,13-Jan-15,14-Jan-15,,0_3179_2015_1_14_102218.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$214,900.00"
3180,3700,13,3,13-Jan-15,13-Jan-15,,0_3180_2015_1_13_16012.pdf,"$5,716.27",$0.00,$0.00,$0.00,$0.00,"$5,716.27","$3,025.00"
3181,4265,13,3,13-Jan-15,15-Jan-15,,0_3181_2015_1_15_16937.pdf,"$4,429.61",$0.00,$0.00,$0.00,"$2,047.45","$6,477.06","$66,700.00"
3182,3599,13,3,13-Jan-15,17-Jan-17,,0_3182_2017_1_17_154359.pdf,$144.96,$0.00,$0.00,$0.00,$0.00,$144.96,$0.00
3183,3673,13,3,14-Jan-15,15-Jan-15,,0_3183_2015_1_15_9420.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$27,750.00"
3184,5658,13,3,14-Jan-15,14-Jan-15,,0_3184_2015_1_14_85134.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,500.00"
3185,4414,13,3,14-Jan-15,14-Jan-15,,0_3185_2015_1_14_1642.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00
3186,3750,13,3,14-Jan-15,15-Jan-15,,0_3186_2015_1_15_12944.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,300.00"
3187,3567,13,3,14-Jan-15,14-Jan-15,,0_3187_2015_1_14_104310.pdf,$374.18,$0.00,$0.00,$0.00,$150.00,$524.18,"$2,300.00"
3188,3126,13,3,14-Jan-15,29-Apr-16,,0_3188_2016_4_29_131720.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3189,3737,13,3,14-Jan-15,15-Jan-15,,0_3189_2015_1_15_1296.pdf,$530.63,$0.00,$0.00,$0.00,$0.00,$530.63,"$13,550.00"
3190,3576,13,3,14-Jan-15,14-Jan-15,,0_3190_2015_1_14_104325.pdf,"$2,500.00",$0.00,$0.00,$0.00,"$5,000.00","$7,500.00",$0.00
3191,3728,13,3,14-Jan-15,14-Jan-15,,0_3191_2015_1_14_16851.pdf,$889.46,$0.00,$0.00,$0.00,$528.67,"$1,418.13",$0.00
3192,4385,13,3,14-Jan-15,15-Jan-15,,0_3192_2015_1_15_162456.pdf,"$2,917.14",$0.00,$0.00,$0.00,$0.00,"$2,917.14",$0.00
3193,3696,13,3,14-Jan-15,14-Jan-15,,0_3193_2015_1_14_103624.pdf,$0.01,$0.00,$0.00,$0.00,$0.00,$0.01,$0.00
3194,4424,13,3,14-Jan-15,04-May-15,,0_3194_2015_5_4_10446.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3195,4747,13,3,14-Jan-15,14-Jan-15,,0_3195_2015_1_14_134238.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,200.00"
3196,3205,13,3,14-Jan-15,14-Jan-15,,0_3196_2015_1_14_123810.pdf,$470.71,$0.00,$0.00,$0.00,$0.00,$470.71,$250.00
3197,3463,13,3,14-Jan-15,15-Jan-15,,0_3197_2015_1_15_16133.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3198,5816,13,3,14-Jan-15,14-Jan-15,,0_3198_2015_1_14_13237.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3199,3226,13,3,14-Jan-15,14-Jan-15,,0_3199_2015_1_14_135145.pdf,$0.00,"$3,787.56",$0.00,$0.00,$0.00,"$3,787.56",$300.00
3200,4160,13,3,14-Jan-15,14-Jan-15,,0_3200_2015_1_14_132944.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3201,4914,13,3,14-Jan-15,14-Jan-15,,0_3201_2015_1_14_133059.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3202,4220,13,3,14-Jan-15,18-Feb-15,,0_3202_2015_2_18_142318.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3203,5738,13,3,14-Jan-15,15-Jan-15,,0_3203_2015_1_15_161643.pdf,"$2,533.12",$0.00,$0.00,$0.00,$0.00,"$2,533.12",$0.00
3204,4435,13,3,14-Jan-15,14-Jan-15,,0_3204_2015_1_14_141924.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$275.00
3205,3140,13,3,14-Jan-15,15-Jan-15,,0_3205_2015_1_15_114124.pdf,$460.86,$0.00,$0.00,$0.00,$803.16,"$1,264.02","$2,400.00"
3206,3483,13,3,14-Jan-15,14-Jan-15,,0_3206_2015_1_14_151647.pdf,$0.00,$71.45,$0.00,$0.00,$0.00,$71.45,$236.00
3207,3216,13,3,14-Jan-15,14-Jan-15,,0_3207_2015_1_14_142633.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3208,3904,13,3,14-Jan-15,14-Jan-15,,0_3208_2015_1_14_152349.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$300.00
3209,3276,13,3,14-Jan-15,14-Jan-15,,0_3209_2015_1_14_16326.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$38,500.00"
3210,3494,13,3,14-Jan-15,14-Jan-15,,0_3210_2015_1_14_155753.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00
3211,4955,13,3,14-Jan-15,21-Jan-17,,0_3211_2017_1_21_10952.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$750.00
3212,4560,13,3,14-Jan-15,14-Jan-15,,0_3212_2015_1_14_17059.pdf,$300.00,$0.00,$0.00,$0.00,$0.00,$300.00,$750.00
3213,3653,13,3,14-Jan-15,14-Jan-15,,0_3213_2015_1_14_17846.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3214,5110,13,3,14-Jan-15,14-Jan-15,,0_3214_2015_1_14_17713.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$150.00
3215,3300,13,3,14-Jan-15,15-Jan-15,,0_3215_2015_1_15_154027.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
3216,3853,13,3,14-Jan-15,14-Jan-15,,0_3216_2015_1_14_202022.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$250.00
3217,3844,13,3,14-Jan-15,14-Jan-15,,0_3217_2015_1_14_21149.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,484.00"
3218,6187,13,3,14-Jan-15,14-Jan-15,,0_3218_2015_1_14_201015.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00
3219,4377,13,5,14-Jan-15,15-Jan-15,24-Jul-15,0_3219_2015_7_24_1608.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,900.00"
3220,5767,13,3,14-Jan-15,14-Jan-15,,0_3220_2015_1_14_213424.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3221,3595,13,3,14-Jan-15,14-Jan-15,,0_3221_2015_1_14_23306.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,050.00"
3222,3936,13,3,14-Jan-15,14-Jan-15,,0_3222_2015_1_14_221830.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
3223,4404,13,3,14-Jan-15,15-Jan-15,,0_3223_2015_1_15_132747.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,450.00"
3224,6118,13,3,14-Jan-15,15-Jan-15,,0_3224_2015_1_15_133010.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$24,600.00"
3225,3706,13,3,14-Jan-15,15-Jan-15,,0_3225_2015_1_15_1467.pdf,$0.00,$0.00,$0.00,$0.00,$100.00,$100.00,"$8,500.00"
3226,5779,13,3,15-Jan-15,15-Jan-15,,0_3226_2015_1_15_8590.pdf,"$1,407.70",$0.00,$0.00,$0.00,$275.50,"$1,683.20",$0.00
3227,3547,13,3,15-Jan-15,15-Jan-15,,0_3227_2015_1_15_8252.pdf,$488.50,$0.00,$0.00,$0.00,$0.00,$488.50,$0.00
3228,4073,13,3,15-Jan-15,15-Jan-15,,0_3228_2015_1_15_133222.pdf,$739.86,$0.00,$0.00,$0.00,$413.31,"$1,153.17",$0.00
3229,3913,13,3,15-Jan-15,15-Jan-15,,0_3229_2015_1_15_83815.pdf,$20.40,$0.00,$0.00,$0.00,$0.00,$20.40,"$10,050.00"
3230,3238,13,3,15-Jan-15,15-Jan-15,,0_3230_2015_1_15_84537.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3231,4449,13,3,15-Jan-15,15-Jan-15,,0_3231_2015_1_15_84755.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3232,3534,13,3,15-Jan-15,15-Jan-15,,0_3232_2015_1_15_84848.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3233,3299,13,3,15-Jan-15,15-Jan-15,,0_3233_2015_1_15_85333.pdf,$0.00,$872.41,$0.00,$0.00,$0.00,$872.41,$0.00
3234,4289,13,3,15-Jan-15,15-Jan-15,,0_3234_2015_1_15_9558.pdf,$0.00,$642.85,$0.00,$0.00,$0.00,$642.85,$0.00
3235,3864,13,3,15-Jan-15,15-Jan-15,,0_3235_2015_1_15_103218.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,043.50"
3236,3755,13,3,15-Jan-15,15-Jan-15,,0_3236_2015_1_15_123040.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,750.00"
3237,3222,13,3,15-Jan-15,15-Jan-15,,0_3237_2015_1_15_9337.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3238,6881,13,3,15-Jan-15,15-Jan-15,,0_3238_2015_1_15_91436.pdf,$350.00,$0.00,$0.00,$0.00,$0.00,$350.00,$0.00
3239,4403,13,3,15-Jan-15,15-Jan-15,,0_3239_2015_1_15_14575.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$150,000.00"
3240,4312,13,3,15-Jan-15,15-Jan-15,,0_3240_2015_1_15_18854.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,700.00"
3241,3375,13,3,15-Jan-15,15-Jan-15,,0_3241_2015_1_15_10272.pdf,$0.00,$0.00,$0.00,$0.00,"$1,050.44","$1,050.44",$0.00
3242,3915,13,3,15-Jan-15,15-Jan-15,,0_3242_2015_1_15_103116.pdf,$458.66,$0.00,$0.00,$0.00,$0.00,$458.66,$0.00
3243,6869,13,1,15-Jan-15,,,,,,,,,,
3244,6868,13,3,15-Jan-15,15-Jan-15,,0_3244_2015_1_15_104817.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3245,4956,13,3,15-Jan-15,04-Oct-16,,0_3245_2016_10_4_102040.pdf,$35.24,$0.00,$0.00,$0.00,$0.00,$35.24,"$5,500.00"
3246,4190,13,5,15-Jan-15,15-Jan-15,16-Jan-15,0_3246_2015_1_16_103858.pdf,"$1,625.05",$0.00,$0.00,$0.00,$0.00,"$1,625.05","$2,650.00"
3247,3148,13,3,15-Jan-15,15-Jan-15,,0_3247_2015_1_15_11612.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3248,4234,13,3,15-Jan-15,15-Jan-15,,0_3248_2015_1_15_112929.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00
3249,3629,13,1,15-Jan-15,,,,,,,,,,
3250,6221,13,3,15-Jan-15,15-Jan-15,,0_3250_2015_1_15_111755.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3251,4070,13,3,15-Jan-15,15-Jan-15,,0_3251_2015_1_15_11182.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3252,4288,13,5,15-Jan-15,15-Jan-15,08-Sep-15,0_3252_2015_9_8_93338.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$32,200.00"
3253,3367,13,3,15-Jan-15,15-Jan-15,,0_3253_2015_1_15_114441.pdf,"$5,605.07",$0.00,$0.00,$0.00,$0.00,"$5,605.07",$0.00
3254,3980,13,3,15-Jan-15,15-Jan-15,,0_3254_2015_1_15_184655.pdf,"$2,751.67",$0.00,$0.00,$0.00,$0.00,"$2,751.67","$26,275.00"
3255,4340,13,3,15-Jan-15,15-Jan-15,,0_3255_2015_1_15_12323.pdf,$275.00,$0.00,$0.00,$0.00,$0.00,$275.00,"$1,000.00"
3256,4343,13,3,15-Jan-15,15-Jan-15,,0_3256_2015_1_15_15563.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,075.00"
3257,6789,13,5,15-Jan-15,15-Jan-15,15-Jan-15,0_3257_2015_1_15_14652.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
3258,5709,13,3,15-Jan-15,15-Jan-15,,0_3258_2015_1_15_14311.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$100.00
3259,6196,13,3,15-Jan-15,15-Jan-15,,0_3259_2015_1_15_145117.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3260,6188,13,5,15-Jan-15,15-Jan-15,15-Jan-15,0_3260_2015_1_15_16358.pdf,$61.64,$0.00,$0.00,$0.00,$0.00,$61.64,$100.00
3261,3251,13,3,15-Jan-15,15-Jan-15,,0_3261_2015_1_15_155654.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,250.00"
3262,6185,13,3,15-Jan-15,15-Jan-15,,0_3262_2015_1_15_172918.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$75.00
3263,3824,13,3,15-Jan-15,15-Jan-15,,0_3263_2015_1_15_16411.pdf,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
3264,3203,13,3,15-Jan-15,15-Jan-15,,0_3264_2015_1_15_19416.pdf,$150.00,$0.00,$0.00,$0.00,$0.00,$150.00,$950.00
